student_id,age,gender,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty
17354,23,1,4.58,46.5,1,5.6,1,4,0,1
19016,18,1,2.47,91.3,1,9.0,2,3,2,1
8696,24,2,1.44,86.3,0,5.9,2,4,0,2
6355,22,2,0.21,89.4,0,5.4,0,3,0,2
10515,19,0,5.47,80.0,1,9.8,0,0,2,1
16558,24,0,3.56,99.0,1,4.3,0,3,2,0
849,23,2,6.03,94.9,1,7.1,2,0,0,0
2249,18,0,6.03,85.5,1,5.9,0,3,1,0
5617,23,1,6.34,66.9,1,7.7,1,2,1,0
8565,18,2,2.22,65.2,1,5.7,0,0,1,1
18979,23,1,3.79,93.2,1,9.3,1,1,0,2
16891,23,0,2.74,82.1,1,7.7,1,0,2,0
8119,20,2,3.33,70.3,1,4.7,0,0,2,0
5304,20,2,3.7,58.1,1,7.5,2,4,0,1
4053,23,2,0.91,95.5,1,4.4,0,2,0,0
12130,19,1,3.77,43.5,1,8.6,2,1,0,1
10924,17,1,5.28,66.3,1,5.4,2,2,2,1
13358,17,2,4.86,93.9,1,5.2,2,0,1,1
19112,17,0,1.36,66.2,1,6.6,1,0,0,1
4077,24,2,2.85,61.2,1,4.3,2,2,1,1
998,19,1,3.76,64.6,1,6.2,0,0,1,1
4333,23,0,5.9,70.1,1,7.4,0,4,1,1
9369,23,1,3.57,57.9,0,9.6,0,3,0,1
11587,18,0,7.04,56.1,1,6.1,2,3,1,0
552,20,0,4.47,77.6,1,4.3,1,3,2,1
17978,17,1,5.4,54.8,1,7.5,1,1,1,1
4373,18,0,1.88,54.1,1,7.6,1,2,2,0
3498,20,0,5.83,72.7,1,9.7,0,2,1,0
13286,18,1,5.4,86.9,1,8.1,2,0,0,1
12837,17,2,0.51,69.1,0,4.1,1,2,1,2
8033,22,2,5.01,70.0,1,9.4,2,3,0,1
1408,23,2,0.84,72.4,1,6.4,2,3,2,1
15315,24,1,7.86,60.8,1,4.5,0,2,1,0
18392,18,1,7.59,49.4,1,5.0,0,4,1,1
16690,23,2,5.82,83.4,1,9.4,1,2,0,0
15014,24,1,7.34,68.4,0,6.6,1,3,2,1
16147,19,0,6.56,64.2,1,5.4,0,1,1,1
18845,19,2,2.36,45.6,1,7.3,1,3,2,1
694,24,1,1.21,50.9,1,4.1,2,3,1,1
10726,18,2,6.13,65.6,1,4.6,2,2,1,2
5012,17,0,2.21,95.1,1,6.7,0,1,2,1
3444,18,1,5.38,54.5,1,4.3,0,0,2,0
9175,20,0,2.93,79.8,1,4.8,0,4,1,2
11502,17,0,5.36,43.3,1,4.5,1,1,0,0
4176,19,0,3.85,91.0,0,7.3,0,4,2,0
4223,23,0,4.26,55.4,0,4.3,1,3,1,2
8284,21,0,0.56,74.5,0,6.6,2,3,2,1
10459,17,1,6.7,53.2,1,8.9,2,3,2,0
16977,19,2,5.17,77.7,1,7.2,0,3,2,2
15568,18,2,7.16,68.9,1,6.1,2,0,1,1
19352,17,0,1.58,87.0,0,7.4,0,2,1,1
262,18,2,3.83,98.2,1,6.7,2,3,2,0
19312,23,2,5.96,83.7,1,5.9,0,1,0,0
11530,20,1,2.9,74.9,1,9.3,1,4,1,0
5498,20,1,6.01,85.3,1,6.6,2,0,1,2
16028,19,0,6.3,75.3,1,7.1,0,1,1,1
4017,19,0,7.78,57.1,1,6.8,2,3,1,1
3627,23,0,5.06,77.1,1,7.6,2,1,2,2
15010,21,1,1.99,93.0,1,4.4,0,4,1,1
446,22,1,7.85,63.9,1,9.2,1,2,0,2
6753,21,2,4.86,72.9,1,4.7,0,2,0,0
5112,22,1,3.61,45.0,1,6.5,2,2,1,0
3556,20,1,4.0,96.2,1,5.2,0,2,1,0
10387,18,2,2.98,85.5,1,5.4,0,3,2,0
7339,17,0,4.49,50.4,1,8.3,1,2,1,2
3368,19,2,7.46,65.4,0,5.8,1,0,0,1
18383,17,2,7.58,85.7,1,8.9,2,1,0,1
11060,23,0,4.25,87.7,1,6.0,2,4,1,1
2527,20,0,0.6,89.8,0,8.2,1,0,2,0
16304,21,0,4.13,57.3,1,8.1,2,4,2,1
13579,18,0,1.96,42.4,1,4.2,2,1,0,0
16520,21,2,6.65,79.5,1,8.4,0,0,1,2
1169,24,0,7.0,48.7,1,4.5,2,3,0,1
4145,18,1,6.65,50.3,1,9.6,2,1,2,1
7893,19,2,0.64,54.8,1,9.1,0,2,0,2
8277,23,0,2.56,41.2,1,6.5,2,4,1,1
3150,17,2,2.34,72.9,1,4.3,0,4,2,1
14796,19,2,1.21,65.2,1,9.5,1,0,0,2
881,17,0,3.5,67.3,1,6.3,0,4,2,0
6748,18,2,0.67,50.9,1,9.8,2,0,0,0
9409,19,1,3.89,64.0,0,7.6,1,0,2,1
7573,18,2,1.24,83.5,1,6.4,1,0,1,0
19574,18,1,5.98,72.8,1,4.1,0,1,2,0
1468,20,2,7.6,98.5,1,4.1,0,2,2,0
8155,20,1,6.65,92.7,0,7.9,2,0,1,1
17139,18,1,4.66,81.9,1,8.8,2,3,1,0
6538,24,1,2.2,92.6,0,7.4,2,0,0,0
12154,22,0,3.04,65.1,1,5.6,2,3,1,0
453,20,2,4.95,94.5,1,5.3,0,4,1,2
12519,22,1,0.63,85.8,0,8.7,0,0,2,2
18515,18,1,5.91,66.3,1,7.3,1,1,1,0
4138,19,0,0.89,63.6,1,8.1,1,0,2,1
3040,18,1,3.16,81.9,1,9.5,2,1,2,2
4151,19,2,2.62,56.3,0,6.2,1,0,0,1
13778,21,0,5.86,97.6,1,5.1,0,1,0,1
13542,19,2,5.87,45.1,1,5.2,1,0,2,1
16597,24,0,1.9,54.4,1,9.5,2,3,1,1
580,17,0,3.66,81.8,1,7.3,1,0,0,0
6572,22,1,2.92,64.9,0,6.7,2,0,2,2
12025,24,1,1.42,70.3,1,6.5,2,2,0,0
7468,21,2,3.5,66.6,1,5.8,1,3,1,1
17187,19,2,6.67,93.5,1,7.5,0,4,1,1
14704,18,1,6.7,48.2,1,5.8,1,4,0,1
868,23,1,3.84,57.8,0,6.2,1,4,2,1
16549,24,2,0.93,96.2,1,7.5,0,0,0,2
4158,19,0,4.69,92.4,1,7.8,0,2,0,0
6350,22,0,6.22,81.5,0,5.7,0,4,1,1
14082,22,1,0.6,99.0,1,7.4,0,2,0,0
17141,19,2,7.58,81.5,1,4.4,0,4,1,1
403,19,2,3.24,73.1,1,9.4,1,3,1,2
4429,23,1,5.61,82.1,1,9.5,0,3,1,0
10277,23,0,7.91,50.2,0,9.9,0,1,2,0
3058,18,2,4.35,56.5,1,6.6,1,1,1,0
10191,17,0,4.59,66.0,0,8.7,2,2,2,1
7061,20,0,6.86,96.5,0,6.3,2,0,2,1
165,20,1,1.17,62.7,1,8.1,0,2,2,1
16421,22,0,5.11,59.8,1,5.3,2,0,0,0
10391,17,2,3.32,98.9,1,5.5,1,4,0,1
12495,22,2,4.68,75.0,1,7.5,0,0,2,2
11348,21,1,5.39,43.0,1,9.8,1,1,2,2
12213,18,2,5.89,84.1,1,9.7,0,1,0,1
3318,20,0,6.91,85.8,1,6.2,1,1,2,0
12119,17,2,0.08,67.5,1,9.7,0,0,1,2
7866,21,1,3.54,71.2,1,7.3,2,0,2,0
14471,21,1,1.28,76.6,1,5.4,2,1,0,0
12127,24,1,4.1,77.5,1,7.8,2,4,0,0
6852,21,1,5.39,73.0,1,8.2,0,2,1,0
1848,21,1,6.04,52.8,1,4.6,1,3,1,2
17829,23,0,7.91,58.8,0,5.0,2,3,2,2
1335,21,2,5.62,58.0,0,7.7,1,1,0,2
8780,21,0,7.54,70.7,0,8.1,1,2,0,1
18836,22,0,5.23,55.7,1,7.7,2,1,0,1
16644,21,1,2.79,99.3,1,8.7,1,0,1,1
8946,22,0,4.3,61.9,1,5.9,1,3,1,1
11257,17,2,4.11,79.3,1,9.9,0,3,2,0
18680,19,2,6.82,76.6,1,6.2,0,0,0,1
6998,20,0,4.39,67.0,1,9.5,1,0,2,1
707,17,2,3.23,55.0,1,4.7,0,0,2,2
3492,22,2,0.68,64.3,1,9.2,0,3,2,0
4574,24,1,3.13,53.7,1,9.6,1,2,1,1
16626,17,1,1.58,72.8,1,7.8,2,4,1,0
7707,23,2,3.12,87.9,1,8.8,0,3,0,1
7055,24,1,2.35,95.5,1,7.0,0,3,0,1
5581,21,0,3.73,56.0,1,5.2,1,2,0,0
19229,19,2,5.89,56.9,1,4.4,2,3,2,0
3152,18,0,6.11,62.5,1,8.7,0,2,0,0
6618,21,0,2.23,88.2,0,9.9,2,1,1,2
4785,23,0,3.22,74.1,1,7.1,2,2,1,2
11992,20,1,5.5,60.3,1,8.5,1,3,0,1
4023,21,0,5.31,55.8,1,7.1,1,3,1,1
14514,20,1,2.05,71.3,1,9.3,2,0,1,0
9267,21,2,2.81,50.2,1,5.5,2,1,1,1
2608,19,2,7.53,58.8,1,8.2,0,1,2,0
16706,23,1,3.72,41.3,1,6.5,0,3,0,1
11631,21,1,3.86,67.3,1,5.0,2,2,0,0
9119,19,1,5.53,86.5,1,5.1,2,1,2,1
11503,23,0,4.39,67.1,1,8.5,2,1,2,1
15878,18,1,0.66,49.2,1,4.2,1,3,2,2
2430,19,0,7.74,67.5,1,9.3,0,2,2,0
247,23,0,3.9,52.7,1,7.1,1,2,1,1
3816,17,2,5.49,52.5,1,7.4,0,0,0,2
13728,19,0,6.67,48.4,1,8.5,1,1,1,0
17933,24,2,2.79,68.2,0,5.1,1,4,0,1
9090,19,0,5.65,81.7,0,5.0,1,4,2,0
2263,17,0,5.86,61.6,1,8.3,1,1,2,1
10439,17,1,2.07,73.6,1,9.3,2,0,2,0
836,23,0,5.61,62.6,1,8.5,1,3,1,1
8625,18,0,1.59,53.3,0,8.5,1,3,2,0
15807,20,1,1.0,65.9,1,4.9,0,2,2,0
1174,18,1,2.07,41.9,0,9.6,2,0,0,2
19801,17,2,7.11,78.0,1,9.9,2,3,0,0
6438,19,1,1.0,54.5,1,6.9,0,3,0,1
15000,17,0,0.47,42.8,1,5.5,0,1,0,2
12849,19,2,5.9,57.7,1,4.4,2,4,2,0
19068,20,2,0.59,57.8,0,9.7,2,4,0,0
15719,17,2,2.08,70.4,1,5.3,2,3,2,1
5290,19,1,2.46,80.9,1,4.3,2,4,1,1
15727,24,0,6.46,77.5,1,7.5,1,0,2,1
8099,17,0,1.06,94.7,1,5.5,1,0,1,1
4952,17,2,6.71,68.4,1,7.3,1,1,2,2
251,18,0,7.4,99.0,1,5.2,2,3,0,1
15163,22,0,3.65,97.9,1,8.0,2,0,2,0
7953,24,0,7.61,97.3,0,7.8,0,0,1,1
19806,22,2,7.02,75.2,1,4.5,0,3,2,1
7335,19,1,1.61,80.1,1,8.3,1,4,0,0
2794,21,2,3.13,45.9,1,9.1,0,0,0,1
13245,18,0,2.04,49.2,1,4.3,0,1,1,0
13290,22,1,0.88,62.1,0,5.5,2,1,0,1
7796,20,1,7.4,55.0,1,7.4,1,2,0,1
18527,18,1,3.48,56.4,1,9.5,1,0,1,1
3408,22,1,0.36,54.7,1,5.0,1,3,2,0
19871,17,2,3.17,92.6,1,7.9,2,3,1,2
11292,18,0,6.53,87.8,1,5.6,1,1,1,2
8626,19,2,4.12,59.1,1,9.9,1,2,1,2
16375,22,0,2.74,61.3,1,8.8,0,3,2,1
7423,18,2,2.3,51.7,1,9.6,2,1,0,0
8964,22,2,0.94,98.5,1,8.6,2,3,0,1
1998,24,1,7.55,55.3,1,4.4,0,0,2,1
4201,22,2,1.34,54.1,1,8.5,2,2,1,2
16077,24,1,5.3,71.5,1,5.7,0,3,2,2
17243,18,1,2.83,78.0,1,5.1,1,0,1,1
11327,18,0,2.97,45.9,0,8.9,0,1,1,0
5630,17,0,6.83,80.5,1,7.0,1,2,2,0
4003,17,1,1.9,60.2,1,9.3,2,4,1,1
19811,17,1,7.89,80.8,1,7.8,0,0,2,1
4754,23,0,2.54,98.8,1,5.1,0,3,2,1
19026,19,1,4.08,88.5,1,8.6,0,2,2,1
16124,18,0,7.75,50.1,1,9.6,0,1,1,1
17891,20,2,2.77,83.6,1,4.8,1,0,2,1
4197,21,0,1.64,57.7,1,7.5,2,4,1,1
9636,21,2,2.62,95.5,1,5.0,0,0,1,0
3682,17,2,0.39,54.8,1,7.3,2,0,1,0
3020,22,0,4.91,89.5,1,7.9,0,4,1,0
4311,21,1,4.17,95.1,0,4.2,0,4,2,1
7449,22,0,7.69,46.9,1,6.5,2,3,0,1
13301,22,2,0.08,72.2,0,7.9,1,2,2,2
3986,19,2,2.47,56.9,0,5.3,0,2,2,0
14937,24,0,4.28,98.9,0,5.1,1,0,1,1
9206,24,1,1.91,71.8,1,7.5,0,3,1,0
19230,17,0,7.65,62.8,1,8.6,0,4,2,2
2570,24,2,5.32,97.6,1,7.1,1,3,0,1
4403,20,0,1.35,84.5,1,4.4,1,2,0,1
4278,23,2,4.3,74.2,1,7.6,0,0,2,2
3667,21,0,1.16,97.6,0,8.3,2,2,0,2
8413,18,2,2.73,56.9,0,9.3,2,0,1,1
19912,21,0,6.29,44.7,1,6.1,1,3,2,0
2447,23,2,0.49,87.0,1,9.0,1,2,2,2
6822,22,2,4.57,53.0,1,6.3,0,0,0,1
13064,24,0,4.35,82.6,1,4.6,0,0,2,1
6521,17,0,7.76,75.0,1,8.1,1,0,1,0
17004,23,2,6.76,79.3,1,8.3,2,1,1,1
17570,22,0,1.74,52.5,1,8.5,0,2,0,0
8960,24,1,0.25,54.3,1,9.9,2,3,2,2
3173,20,1,1.84,49.3,1,6.2,2,3,0,1
1224,22,0,2.06,49.9,1,6.1,1,0,0,2
13802,19,0,2.63,69.5,1,6.7,1,3,2,1
12359,24,0,3.89,44.5,1,5.8,1,2,2,1
545,23,2,3.66,50.2,1,7.4,2,2,0,1
1205,22,0,2.79,51.5,1,6.5,1,0,1,1
14826,17,0,3.99,41.3,0,8.6,0,3,0,1
8614,21,0,2.71,62.6,1,9.4,1,0,0,0
9258,18,2,7.91,55.0,1,8.2,0,1,0,1
7243,18,1,5.3,63.9,1,6.8,0,1,1,0
2638,22,2,4.64,72.7,1,5.4,1,0,2,1
8762,21,1,1.7,91.1,1,9.4,2,3,0,0
13459,17,1,0.54,83.3,1,6.9,2,1,0,1
1389,24,0,3.43,84.3,1,7.7,0,0,2,1
18119,20,2,2.97,86.4,1,5.2,1,3,1,0
18739,17,2,1.46,55.1,1,8.8,1,3,1,0
878,22,2,4.18,97.4,1,9.3,2,4,2,0
10722,22,2,4.73,45.8,1,6.2,0,4,1,1
8389,24,1,4.31,68.2,1,9.0,1,1,0,2
99,22,0,0.99,57.4,1,8.3,0,1,1,1
11576,23,0,2.18,69.9,1,9.5,1,2,0,1
4380,24,0,1.59,63.3,0,8.8,2,1,2,1
11958,18,0,0.83,70.5,1,4.1,1,3,0,1
2804,17,1,5.09,99.1,1,4.3,0,3,2,1
11190,21,1,1.91,55.8,1,6.4,1,2,1,1
3909,18,0,4.27,91.6,1,8.9,2,3,1,0
10764,22,0,4.12,80.1,1,5.9,2,1,2,0
7689,17,1,1.0,56.1,1,6.1,1,3,0,0
13988,21,2,0.42,86.5,0,6.5,0,3,0,0
6497,21,1,6.46,66.9,1,4.9,1,1,1,2
18639,18,1,1.53,61.1,1,9.7,1,1,2,0
8448,18,2,7.8,78.8,0,4.9,1,3,0,0
19596,19,0,5.2,47.0,1,7.3,1,0,1,0
8076,23,0,1.23,59.9,1,5.0,1,2,2,0
6965,17,2,4.22,71.8,1,8.8,2,2,0,1
6480,19,0,0.61,63.0,1,4.6,1,2,1,0
4712,23,1,7.57,54.9,1,4.4,0,1,2,0
17257,19,0,1.06,94.6,0,9.8,0,2,1,1
13055,19,2,2.81,47.0,1,4.2,0,0,0,0
12477,17,0,1.31,52.1,1,5.5,0,1,2,0
990,23,2,5.98,46.4,1,4.7,1,2,2,1
18982,20,1,4.7,95.0,1,4.5,0,0,1,1
2683,20,0,1.91,70.3,1,4.3,0,4,2,1
14191,17,0,7.89,63.9,1,7.7,1,1,1,2
2509,20,2,1.94,64.4,1,6.5,1,1,1,0
14228,21,2,1.72,76.8,1,7.9,0,2,0,0
9703,19,0,3.18,88.2,1,5.0,2,0,2,1
4315,23,0,1.73,42.0,0,7.3,2,2,2,2
15451,24,1,2.02,94.2,1,9.9,2,2,0,2
13891,23,1,3.75,75.3,1,4.9,2,3,2,0
5357,22,2,1.17,43.8,0,6.8,1,4,1,2
6640,19,0,7.52,50.6,1,8.0,1,3,1,1
5973,20,0,6.0,95.6,1,4.1,2,0,0,2
9437,17,2,0.89,79.8,0,6.7,2,0,2,2
3735,19,2,2.2,62.7,1,7.6,2,2,0,0
14501,21,2,2.96,79.4,1,8.1,1,2,0,1
11197,18,0,0.65,57.4,1,8.8,2,3,0,1
12314,20,0,6.65,99.4,1,7.3,1,3,1,2
7788,21,1,5.45,78.5,1,9.4,1,1,1,2
18536,23,1,3.22,65.1,1,6.0,2,2,1,2
18760,18,2,4.64,63.8,1,4.8,0,0,2,1
10950,22,1,7.31,41.7,1,8.3,2,0,1,2
1877,18,2,7.8,70.0,1,6.4,1,1,2,1
14667,19,1,5.96,79.9,1,5.8,2,3,1,1
5263,21,1,1.37,72.1,1,5.6,1,2,2,2
8447,20,0,3.5,65.0,1,7.5,1,0,1,0
14505,19,0,7.14,74.8,1,5.7,0,4,2,0
12704,24,1,2.58,64.5,1,5.8,0,0,1,1
11164,20,0,7.04,81.4,0,7.7,2,3,2,1
5160,24,1,7.76,56.3,1,7.3,0,1,2,2
18209,21,2,5.66,87.1,1,4.2,1,1,0,1
15139,20,2,5.17,65.4,1,4.8,1,0,0,1
760,22,0,7.02,70.7,1,7.5,1,3,2,1
5482,17,2,7.91,60.8,1,6.1,1,0,2,1
655,21,1,5.19,68.5,1,4.9,2,3,0,1
5813,19,0,4.15,50.9,0,4.5,2,0,0,2
5289,19,1,1.51,49.9,1,9.4,0,3,0,1
2893,19,1,0.64,64.4,1,5.5,2,3,2,0
18729,17,0,7.12,96.0,0,8.6,0,2,2,0
5637,19,2,1.47,48.6,1,5.2,0,4,0,1
9613,17,2,5.55,51.1,0,9.7,0,0,2,2
3045,18,2,0.98,50.9,1,8.8,0,4,2,2
18251,20,0,2.03,53.3,1,5.5,1,1,0,1
10784,20,0,7.41,54.8,1,9.5,1,3,1,1
8521,21,2,5.55,43.4,1,5.8,0,2,1,1
16551,22,1,5.89,57.5,1,9.5,0,2,2,1
8446,19,2,3.45,66.9,0,4.2,0,0,0,0
7319,21,1,4.73,99.2,1,7.1,0,3,2,0
6160,19,2,1.99,91.9,1,4.9,1,0,2,1
14171,22,1,5.6,68.8,1,6.0,0,1,0,1
12570,23,2,4.03,46.7,1,9.4,1,1,1,0
6023,19,2,3.88,49.2,1,5.4,0,1,0,2
5093,17,1,2.94,69.6,1,8.0,0,2,2,1
11212,21,1,3.14,95.7,1,8.7,1,2,2,0
11222,17,0,4.37,98.0,1,5.3,0,4,1,2
18222,24,0,4.62,88.9,1,4.8,1,3,2,1
18804,22,2,6.15,79.5,1,8.9,1,2,0,2
15606,19,1,2.39,66.7,1,7.4,1,0,2,1
1132,22,1,0.45,82.1,1,9.6,1,0,2,1
11211,20,2,2.77,72.8,1,8.4,1,3,1,0
11138,18,1,4.51,85.2,1,6.1,2,1,0,0
3660,20,0,3.37,73.0,1,7.8,2,1,0,0
3327,18,2,2.01,99.4,1,9.0,1,1,2,2
9466,19,0,7.88,55.5,1,7.4,2,0,0,1
18204,21,1,1.92,74.8,1,4.5,2,4,0,0
2664,20,2,3.58,83.2,1,4.1,1,1,2,1
19177,24,2,5.31,83.5,1,5.8,1,1,1,0
5379,20,2,0.93,42.2,1,7.7,2,4,2,0
10013,22,2,6.72,74.7,1,6.5,0,0,1,2
9555,20,1,5.48,76.2,1,7.5,0,1,1,2
18116,24,0,0.29,65.7,1,4.8,2,0,1,1
5534,20,0,4.32,73.9,0,8.5,1,0,2,1
11674,23,0,6.21,85.8,0,8.4,1,2,0,1
5,20,1,0.89,71.6,1,9.8,0,0,0,1
4153,24,1,7.7,95.3,1,5.0,0,1,0,0
1928,18,2,4.33,76.3,1,8.8,0,1,0,2
17784,22,1,0.38,88.1,1,6.1,0,1,0,2
15260,23,2,5.21,42.8,1,5.9,2,2,0,2
10380,21,0,0.11,68.6,1,8.7,0,4,1,0
2881,17,0,3.54,94.2,1,8.6,0,4,0,1
5840,22,1,0.09,75.5,1,6.7,2,2,0,1
3382,23,0,6.04,90.2,1,4.7,0,3,0,1
9495,21,1,6.21,66.5,1,9.6,0,3,2,0
14396,24,0,1.85,80.5,1,5.1,1,1,2,1
4958,19,2,1.44,88.8,1,8.5,0,1,2,2
13029,18,1,0.36,97.3,1,7.3,0,0,2,0
16917,21,1,2.23,80.7,1,9.9,0,4,0,1
17807,22,2,7.12,45.9,1,9.7,0,2,0,1
11306,21,2,2.6,70.1,1,9.4,1,1,1,1
5721,24,0,0.34,84.3,1,8.2,1,2,1,2
13322,19,0,5.63,76.1,0,8.9,1,3,1,1
17286,17,2,4.84,78.2,1,9.8,0,3,2,1
943,24,1,2.82,53.0,1,9.5,2,2,1,1
3236,21,0,4.88,54.9,1,5.7,2,1,0,0
3258,18,0,0.47,69.3,1,9.3,2,1,0,0
17440,17,0,1.29,49.4,1,9.9,0,0,1,1
17241,17,0,5.37,59.3,1,5.1,0,0,2,0
8369,20,0,1.26,67.7,0,8.5,1,2,2,0
8628,23,1,7.3,44.4,1,9.2,0,1,2,0
13152,21,0,0.59,60.7,1,5.6,1,1,0,1
309,19,1,1.08,74.1,1,4.4,2,4,2,2
1566,20,0,7.81,85.0,0,8.4,0,1,0,0
12157,24,0,0.7,77.9,1,9.9,0,4,0,1
6728,21,2,6.9,93.9,1,9.3,2,1,1,0
2136,22,1,5.33,61.2,1,4.9,0,3,0,1
14463,17,1,5.29,50.9,1,8.8,2,2,0,2
10862,19,2,4.19,89.8,1,7.8,1,4,0,1
18802,22,1,0.08,75.4,1,6.8,0,3,0,1
14134,22,0,6.2,69.5,1,8.5,2,4,1,0
14168,18,2,2.68,67.6,1,6.6,2,4,0,1
3875,21,2,2.77,50.8,1,8.4,2,0,1,0
17517,18,1,2.77,40.8,1,9.3,0,2,2,0
7394,19,0,5.43,47.9,1,6.1,1,1,1,0
2277,18,1,3.83,55.8,1,4.1,2,2,0,2
7073,21,0,2.71,42.9,1,4.9,1,3,1,0
12818,22,2,0.76,44.9,1,9.6,1,1,1,0
15117,21,2,6.1,97.8,1,8.5,1,3,1,1
17557,19,0,3.93,84.8,1,4.4,1,0,0,1
18882,21,0,6.34,72.8,1,5.4,2,3,1,2
2624,24,1,1.44,84.9,1,8.5,0,1,2,0
15766,19,1,4.4,52.1,0,7.3,2,3,2,1
12765,19,2,7.38,91.3,1,4.3,0,3,2,1
8535,20,0,7.1,51.5,1,5.6,2,4,1,1
19172,23,1,6.66,65.8,1,9.7,2,3,2,2
232,23,1,4.51,52.8,1,7.1,2,4,1,0
8372,23,0,6.01,55.5,1,4.9,0,0,1,1
13178,23,2,4.02,68.6,1,7.4,1,1,0,2
738,19,1,5.38,57.5,1,4.9,2,4,2,0
2839,18,1,3.95,68.3,1,5.0,1,4,2,1
13880,19,0,4.96,81.4,1,4.8,1,0,2,1
8217,21,0,3.73,85.6,1,6.2,2,1,1,1
15917,20,2,2.02,60.2,0,9.0,0,3,2,1
18852,23,0,7.26,82.4,0,7.5,1,2,2,0
18922,24,0,3.72,87.0,1,6.8,2,1,0,2
15933,22,2,6.25,58.7,1,9.8,0,1,0,1
5706,23,0,0.26,59.4,1,7.7,1,3,1,1
13888,21,2,1.47,83.0,1,6.8,0,2,2,2
9514,20,0,3.3,96.2,1,9.8,1,2,0,1
5936,19,0,5.84,78.6,1,8.6,1,1,2,1
10188,19,2,1.2,89.2,1,8.9,2,4,0,1
6496,23,0,0.64,89.0,0,7.9,1,1,1,1
756,20,0,1.03,54.2,1,8.0,2,1,0,1
13470,17,1,5.91,94.0,1,7.5,2,4,1,0
19413,20,2,2.75,97.9,1,7.8,2,0,1,0
8120,23,0,6.03,56.1,1,4.2,2,2,0,0
8993,24,0,3.86,47.0,1,7.5,1,4,0,0
17439,24,0,2.28,76.6,1,7.6,2,2,1,0
17360,22,1,7.49,46.5,1,6.3,1,2,2,0
6201,24,2,7.86,56.6,1,6.4,1,0,0,1
15634,21,1,1.5,53.4,1,4.2,2,1,0,0
70,20,2,2.83,40.6,1,9.7,2,2,0,0
5368,21,0,5.77,89.6,1,4.3,1,4,2,1
8085,22,2,4.04,75.6,1,6.3,0,0,1,1
5683,20,0,1.32,60.6,1,5.4,1,0,2,2
19201,18,2,1.74,84.5,1,4.9,0,1,0,1
19961,18,1,4.35,65.8,1,9.7,1,3,1,0
1681,24,0,7.83,94.1,1,8.7,1,3,2,1
7558,23,0,5.22,83.8,1,8.1,2,1,2,1
8570,24,1,4.3,55.0,1,4.2,2,2,0,2
9662,21,1,6.44,71.0,1,8.9,1,3,0,1
5962,21,0,1.88,62.6,0,7.6,1,0,0,2
2604,21,2,3.9,70.5,0,9.5,0,0,1,0
18326,22,0,3.7,90.3,1,6.6,1,0,2,1
7869,21,1,2.03,56.8,1,9.2,2,4,0,2
14450,22,2,2.9,93.8,1,5.1,1,0,2,1
5414,24,0,5.25,43.7,0,7.5,0,0,2,1
12698,20,2,6.38,46.9,1,9.8,1,2,1,0
12423,20,2,3.28,96.5,1,8.1,1,0,0,1
14771,18,0,4.66,52.0,1,4.1,2,1,2,1
11284,23,1,6.63,53.8,0,7.5,0,2,2,1
10919,18,2,1.33,92.5,1,4.6,0,3,0,1
8670,23,0,5.39,59.0,1,5.1,2,0,1,1
19340,23,0,2.22,64.4,1,8.5,0,1,1,0
2284,23,0,3.08,80.0,1,8.7,0,3,1,1
3733,20,2,2.8,59.4,1,7.9,0,1,0,0
9046,23,0,2.48,41.6,1,6.7,2,2,2,0
17287,18,2,0.75,89.7,0,4.7,1,1,2,0
8944,19,0,5.16,68.7,1,7.0,0,4,0,1
19439,17,0,3.03,57.1,1,9.1,1,3,0,0
14225,22,1,2.09,40.6,0,5.8,2,3,2,0
19747,19,1,7.6,57.9,0,5.6,2,1,0,1
16820,22,1,0.59,97.4,1,4.4,0,2,2,2
6621,17,2,7.9,52.3,1,5.1,0,2,1,0
14500,21,2,4.59,86.1,1,8.4,1,2,2,1
5128,21,2,0.93,48.0,0,6.5,1,1,2,1
9328,17,1,5.76,86.5,1,7.4,1,0,2,1
16587,22,0,0.21,45.9,1,5.7,1,4,1,1
12757,19,1,7.24,86.8,1,9.8,2,4,0,0
1546,21,1,1.58,57.2,1,6.9,1,1,2,2
740,24,2,2.76,91.7,1,4.5,1,2,1,2
11573,23,1,4.01,75.2,1,8.8,2,3,1,2
10876,18,1,5.1,61.1,1,9.9,0,1,2,0
1675,22,0,2.85,74.8,1,9.8,2,1,0,0
2568,22,0,5.32,94.2,1,8.2,0,2,2,2
6985,24,1,3.5,41.9,1,8.9,0,2,1,0
6796,17,1,7.87,59.8,1,5.2,2,1,1,2
11135,23,2,7.89,56.0,1,4.1,2,1,1,0
3519,22,0,4.64,64.5,0,9.3,2,2,0,1
13487,23,1,4.54,59.2,1,6.3,1,2,2,0
10547,23,0,5.07,95.1,1,7.6,0,0,1,2
4733,23,1,3.48,81.8,1,6.8,2,2,1,0
16227,18,2,7.48,84.4,0,5.3,1,4,1,1
774,22,1,6.01,74.1,1,7.1,0,4,0,1
866,22,0,1.87,66.7,1,8.6,2,4,1,0
8522,24,1,7.58,43.3,1,9.1,2,1,1,2
5201,20,0,3.53,40.6,0,5.3,2,1,1,0
17849,22,2,2.77,41.0,1,6.2,0,4,2,1
642,24,2,0.39,91.1,0,9.9,1,4,0,1
